TotalPop,UninsuredPop,MedHouseInc,GEOID
7976,353,80664,06037119002
4547,81,91111,06037119201
4759,30,67500,06037119202
5311,149,45107,06037237300
2922,160,32051,06037237500
4511,147,38970,06037199120
4498,167,59955,06037201301
5276,224,49922,06037203600
3286,90,57417,06037204110
3154,98,29730,06037204420
4080,89,31786,06037204600
2751,125,39904,06037204920
6103,29,9191,06037206300
4667,112,100972,06037207710
4858,176,69656,06037208710
3873,154,42637,06037211310
4067,115,43167,06037212900
3651,206,39519,06037900607
4895,0,,06037901003
12463,610,98694,06037901004
6301,268,60094,06037910706
2970,47,56750,06037502302
7152,355,91130,06037920329
2438,29,91667,06037920332
3458,75,75139,06037101400
4962,176,74940,06037104310
3667,203,72604,06037106403
5920,254,63924,06037106520
4402,161,104000,06037571101
4073,110,108000,06037571102
3910,188,33262,06037600304
3883,257,21429,06037600303
4961,252,45421,06037602504
4590,328,37237,06037602505
4297,269,39016,06037602506
5122,384,52969,06037602507
6922,352,50112,06037602508
4457,122,68750,06037602509
3231,71,55810,06067001300
2096,21,65114,06067002100
3479,154,56530,06067003101
3871,183,101042,06067000100
3527,52,50565,06067001200
5513,341,64628,06067001700
3123,72,58433,06067001900
4772,80,136339,06067002400
5098,206,39741,06067003202
2889,136,102708,06073015502
6043,241,65078,06073015601
5625,184,86964,06073016809
2841,44,98125,06073016902
4087,163,62917,06073017018
6780,165,135924,06073017043
3104,95,63750,06073017050
2932,71,182292,06073017303
7099,414,95465,06073017404
6114,93,66250,06073018100
2119,22,86292,06073018300
7801,301,68393,06073018610
4356,241,47097,06073009400
4829,82,98782,06073008512
4624,177,87656,06073000700
5821,263,43307,06073001600
5405,321,35547,06073002707
5470,227,35688,06073011601
3900,165,42740,06073011602
4169,145,47668,06073011801
3657,70,52557,06073012200
1708,92,28047,06073012302
4406,163,66676,06073012800
6473,300,52222,06073013104
5421,144,89708,06073013409
4500,183,63638,06073014001
4412,277,34882,06073014400
3880,342,67946,06073014500
7367,165,59862,06073015000
6081,314,80556,06073010003
6455,205,163472,06073009504
6087,351,92647,06085503707
6457,190,30724,06085503709
5883,505,84583,06085504102
4537,242,128462,06085504308
1783,20,72500,06037600703
2485,13,69519,06037600802
5929,262,53420,06071001002
6140,318,71667,06071001104
4173,241,56196,06071001101
4426,254,79278,06071001103
5788,133,46818,06071001305
4212,52,70607,06071001307
4643,267,62727,06071001308
4658,262,77992,06071001309
6193,287,67212,06071001310
3350,88,84364,06071001311
5127,72,75308,06071001312
4218,219,52778,06071001501
4126,180,42123,06071001503
6006,228,54074,06071001504
5273,280,76900,06071001704
6283,276,60697,06071001706
6525,324,79736,06071001707
5250,163,79097,06071001804
4797,121,95436,06071001806
4644,57,81949,06071001808
5273,162,63859,06071001810
4975,196,79042,06071001809
3477,75,48531,06071001812
4664,181,106168,06071001901
13753,540,96783,06071001903
2293,75,90438,06037702802
7539,646,38965,06037900605
5012,237,39341,06037900701
2094,177,88906,06037901007
2742,86,121500,06037273100
5156,0,21506,06037265303
4872,84,87095,06037267402
2915,82,71823,06037273300
0,0,,06041990100
3883,204,34363,06043000101
3086,145,57188,06037600302
2576,90,49628,06043000102
3771,106,65965,06043000301
2631,43,64432,06043000302
2210,9,50357,06045011001
6135,54,63236,06045011002
2109,84,52045,06037540400
3141,103,69934,06037107010
2327,41,121563,06037108101
2962,80,86316,06037109300
3903,52,82215,06037109400
5534,150,92356,06037109800
6114,166,154038,06037111204
6550,274,86101,06037113401
4524,108,94279,06037115301
3574,170,36538,06037117405
4906,84,72813,06037119320
2666,119,30625,06037120030
3610,122,53345,06037121020
5892,184,75486,06037122000
3250,159,42056,06037123020
6018,140,75096,06037123800
6547,130,159643,06087121200
2755,28,80000,06087121401
5196,77,53508,06087121500
3286,119,77896,06087122100
1479,0,101250,06087123300
2234,84,118056,06087100100
3665,119,98224,06087100600
6423,197,60820,06087110502
5779,217,124000,06087120800
3229,91,105221,06087121100
4309,174,78816,06087121402
6988,321,68214,06087122500
3174,33,67679,06087101200
4781,141,98578,06087120600
3382,178,86823,06087121403
7387,325,81667,06087121700
4926,117,96961,06087122001
7247,32,113352,06087122400
8594,564,50851,06087110501
2015,0,50402,06087100700
5312,176,95034,06087120301
4307,247,96464,06087120700
3253,79,149545,06087122002
7248,232,89438,06087122003
3563,34,112188,06087100300
6440,85,88125,06087100500
8077,613,59750,06087110400
3159,150,69712,06087110700
4057,192,51250,06019004901
2233,66,69563,06019004902
5107,288,37458,06019005203
4299,141,43068,06019005204
3328,115,35556,06019005409
3536,170,55125,06019005410
6180,340,90806,06019005516
7978,579,106726,06019005517
5790,324,119113,06019005518
2997,93,143875,06019005520
1041,22,114167,06019005525
4688,271,39271,06019005607
3137,213,44567,06019005608
6940,428,70866,06019005804
6416,478,87475,06019005805
4860,220,130455,06019005522
4660,186,143006,06019005524
7435,130,120774,06019005905
2427,95,87226,06019005906
3485,159,94479,06019005907
8035,445,119719,06019005909
6018,217,95764,06019005911
5865,162,102704,06019005912
4731,41,85250,06019006404
9735,597,55694,06071006100
4391,92,58571,06071006700
3714,102,38801,06071007107
2191,70,44183,06071007108
4796,334,34597,06071007408
5496,185,110761,06001442301
4160,121,152778,06001442601
5059,317,111518,06001442602
5620,209,163884,06001443104
4785,48,183008,06001443105
6366,324,75789,06001442302
3785,254,224962,06037262501
5523,256,200625,06037262604
4448,405,27358,06019004802
3561,70,122083,06037262704
3571,96,188409,06037262706
3424,148,217292,06037262802
2998,52,108004,06037264102
2658,134,105481,06037264103
2567,60,72361,06037265201
5144,93,69926,06107001006
6626,346,48945,06107001701
3761,103,62888,06107001901
5421,222,46890,06107001501
4972,112,63750,06107002004
8642,584,66089,06107002007
2536,118,57019,06107002100
4202,271,46761,06107002901
10335,428,68500,06071008401
7573,242,120027,06071008703
8102,671,54627,06071007403
8416,501,28807,06071006500
3825,193,72964,06071007106
5964,157,50347,06071007200
7655,320,35919,06071007601
5698,398,64766,06071007800
3048,169,47243,06071008100
6286,316,62353,06071008800
4820,320,28969,06071009800
4025,172,56858,06071010009
6458,386,51500,06071010010
8283,281,61649,06071010013
8328,446,32247,06071010020
7226,195,48518,06071010413
3094,229,36500,06071010416
3820,73,55684,06071010802
8488,404,68644,06071011600
1312,58,33276,06071940100
5923,156,92981,06071000108
3371,23,97321,06041113000
2649,0,,06041122000
6195,234,213811,06041126100
7077,201,83700,06041105000
5903,139,101875,06041110100
6414,235,145000,06041121200
2939,84,38958,06041129000
1641,12,95441,06041132200
2124,40,246250,06041123000
6803,246,138534,06041107000
5204,84,79500,06041111000
5860,192,95347,06037504001
4430,205,65550,06037530006
4348,88,72045,06037530202
2930,119,51719,06037530601
3210,70,33512,06037531102
4432,267,31681,06037531602
5163,237,54470,06037531702
4763,173,63235,06037531902
7363,166,52585,06037532200
4599,157,55810,06037532303
3417,195,46125,06037532700
3283,140,35792,06037533103
1931,67,46645,06037533203
5546,184,46429,06037533602
3553,135,44205,06037535400
4946,154,46081,06037535607
6743,429,81494,06037540101
4697,108,132976,06071000118
4349,52,78016,06071000203
4261,92,72222,06071000403
5449,180,69367,06071000205
4456,216,68750,06071000207
4808,183,81607,06071000208
4048,112,52021,06071000404
6286,154,68187,06071000501
4698,248,76559,06071000503
4530,20,88056,06071000504
5508,182,77056,06071000603
5436,349,64303,06071000604
5087,270,47708,06071000605
4119,199,76463,06071000606
3254,46,96746,06071000813
3491,53,147786,06071000815
4205,79,122083,06071000816
3897,112,77167,06071000817
3940,119,129688,06071000814
5258,145,58779,06037301801
4516,29,63328,06037301802
3665,60,55305,06037302003
4151,59,50875,06037302004
7395,253,41300,06037302401
4290,78,41016,06037302503
4273,41,38468,06037302504
3103,58,212639,06037460800
4535,55,129974,06037461200
5413,305,80294,06037462700
3563,46,109583,06037463200
4066,248,158438,06037463800
5623,234,107438,06037464000
4030,72,120469,06037430501
6978,298,90408,06037430801
5397,305,94315,06037430803
3165,70,52813,06037431002
2689,92,92125,06037431300
7210,146,67760,06037432601
1530,60,34500,06037433302
1949,49,36703,06037433501
5861,245,101875,06037460200
3702,62,43713,06037101220
6416,119,89926,06037103400
6054,149,54960,06037104105
2587,213,34855,06037540201
3859,82,49632,06037218220
4016,126,40227,06037222200
5505,266,47444,06037228100
7361,221,46883,06037232400
2480,135,46111,06037241300
8342,399,50457,06029004401
9119,340,64898,06029005403
6819,135,80375,06029005404
8427,515,50357,06029006202
2936,158,33750,06029001201
4816,298,41737,06029003115
8105,289,69125,06059075403
3490,241,64565,06059042107
5031,207,100357,06059001101
7986,293,113413,06059001601
4438,190,104750,06059021807
2940,111,123194,06059021825
5786,296,165946,06059032034
7128,495,64938,06059086903
4157,118,66429,06059088002
3286,92,86950,06059088202
7077,215,64757,06059089001
3809,78,124741,06059075702
3878,48,72059,06059086801
8007,323,75207,06059087602
2239,75,41280,06037211202
4841,188,52352,06037211703
2796,53,43462,06037211704
3701,103,53301,06037211803
3221,68,41635,06037211804
2521,82,35993,06037211921
3269,302,49554,06037211922
3187,54,51370,06037212101
2291,122,27167,06037212102
1940,24,39093,06037212501
2276,44,47000,06037212701
2810,4,47731,06037212502
3632,63,73028,06037212702
2702,118,87364,06037214501
5285,164,60093,06037214502
3422,57,75294,06037214503
3250,44,71844,06037214901
2550,92,84840,06037214902
3015,77,67888,06037215101
3059,75,69979,06037215102
3772,134,75597,06037216401
2521,67,75000,06037216402
2724,236,87250,06037217001
4639,68,87934,06037217002
2324,72,49316,06037218701
2056,95,38827,06037218702
4150,164,39006,06037219901
3809,46,49531,06037219902
2806,110,39244,06037221303
3656,154,43125,06037221304
3695,220,138375,06081610602
4017,25,83657,06095250604
4873,176,73862,06095250103
2233,28,100333,06095250104
6655,128,94233,06095250105
4541,102,148646,06095250106
3630,127,96333,06095250605
4135,83,64299,06095250801
2913,112,155104,06095252310
4312,154,130786,06095252311
4038,212,78693,06095252312
5627,125,86610,06095252313
4221,90,83750,06095252314
4035,201,109681,06095252315
3498,135,91985,06095252316
10131,470,124874,06095252317
3134,130,82500,06095252610
4011,103,65855,06095252611
3014,374,79519,06095252801
938,102,59219,06095252802
4818,16,60151,06095252911
5668,125,131389,06095252912
4856,234,95000,06095252913
6330,229,102625,06095252914
5326,211,129343,06095252915
7286,326,73350,06095253204
2971,138,73636,06095253205
3236,156,134268,06095253206
4991,73,103607,06095253403
6894,250,84944,06095253404
0,0,,06095980000
4561,124,71875,06097150203
3633,89,83648,06097150204
3049,136,94327,06069000802
8187,339,102935,06071000115
12989,592,110927,06071000116
12332,343,80386,06071000113
6956,140,114481,06071000117
8600,231,84295,06071010004
4933,164,36786,06071010014
6086,168,49461,06071010016
16448,712,82790,06071010017
5962,190,62359,06071010023
3547,167,52975,06071010300
2738,76,107132,06037920111
5133,235,41615,06037531000
3495,163,58203,06037530004
2211,165,49018,06037530301
3684,142,52356,06037530901
3036,102,36458,06037532001
4195,223,55219,06037532500
2848,141,45217,06037533403
3051,94,41549,06037533501
4762,229,46831,06037533601
4589,113,39432,06037534803
3998,203,43073,06037535603
7209,275,72689,06037535902
6905,244,60934,06037540102
6163,401,35213,06037540502
5287,207,66964,06037540800
5512,305,48701,06037541300
7989,594,46563,06037541400
3254,165,53550,06037542900
6104,378,100844,06037550700
7267,226,79132,06037551800
2736,59,43011,06037211410
4175,140,66042,06037211500
3517,165,40809,06037212420
3543,73,49867,06037212800
3014,55,44167,06037213100
4367,103,94620,06037216300
2861,71,43214,06037219800
4071,0,9632,06037222700
2422,64,36932,06037224310
2637,93,24878,06037224420
6816,152,95357,06085503506
6533,215,94861,06085503508
9035,0,,06031001602
3053,95,97736,06031000100
5976,226,80580,06031000402
6796,526,44796,06031000405
4519,218,73079,06031001001
4101,125,52181,06031001601
6811,345,54821,06031001003
5446,49,53581,06063000100
2510,36,43818,06063000400
1359,25,67121,06063000201
1142,12,64844,06063000202
4409,235,53169,06063000300
5686,59,110913,06079012302
6793,339,94133,06079012702
7491,221,75797,06079010201
4098,0,16297,06079010902
7700,509,63807,06079012000
234,0,47540,06079012800
4478,101,63810,06067008203
4630,219,62917,06067007202
4608,236,71996,06067007208
4786,280,61625,06067007414
3529,202,71132,06067007415
4730,200,76380,06067007903
5535,75,98750,06067008006
2153,37,130457,06073010601
4858,262,76500,06037402102
2294,58,106758,06037403305
6303,245,102188,06037403321
4913,212,81688,06037119700
6742,313,55483,06037117530
4087,160,47959,06037119310
5499,178,83333,06037119400
2846,159,117857,06037109200
3494,69,84429,06037113212
2303,75,112500,06037113231
4572,166,94983,06037113322
6879,291,65060,06037113421
3910,155,97634,06037117301
5324,124,107981,06037117404
4934,197,62903,06037121010
2735,55,79474,06037121600
7420,235,45123,06037231600
3194,16,26773,06037224410
5531,257,44209,06037226420
3982,189,31849,06037228710
4940,209,55841,06037232500
4819,140,202333,06037620301
5024,241,121000,06037620522
4168,216,36003,06037117520
4577,75,164125,06037106643
2797,146,67750,06037109100
4832,34,33387,06037109500
5169,135,84240,06037111202
7552,276,66861,06037111301
5083,83,141711,06037115101
4264,252,30817,06037119340
6769,173,54733,06037120400
4094,188,48850,06037123203
3659,47,50667,06037123602
4858,178,82500,06037124400
6558,458,53695,06037127400
3849,93,99792,06085504422
2355,116,95500,06085504602
4076,153,82841,06085505100
6936,237,84063,06085505202
6345,359,101196,06085505303
7423,622,134258,06085505401
7393,219,113398,06085505900
7753,335,156711,06085506604
3211,125,140250,06085507100
2971,74,167875,06085507203
4853,151,183875,06085507205
2426,65,250001,06085507206
4013,134,172639,06085507402
8452,389,102011,06085508304
6947,240,162097,06085508404
4473,133,149333,06085509106
3686,117,194471,06085509600
2038,42,186154,06085510802
5543,168,248750,06085511100
4698,232,218906,06085511200
6868,296,206689,06085512001
5414,55,40453,06085501000
4843,209,67067,06085501502
4363,200,144870,06085502800
7294,530,136563,06085502908
5388,230,139500,06085503003
4379,119,117879,06085503212
5118,251,54250,06085503218
4629,77,159826,06085503313
1819,74,50938,06079011501
9131,332,94680,06079012704
3908,55,107083,06079011600
6720,167,73821,06079012401
3777,126,143373,06085504416
9434,357,87311,06079010300
5437,235,76587,06079010701
3575,78,43162,06079011101
5784,83,71808,06079011102
7469,71,105000,06079011800
5162,527,79031,06081606000
2455,82,144479,06081606700
3588,177,153125,06081607000
3111,180,216037,06081607100
4188,60,57558,06045011102
0,0,,06045990100
3918,324,61379,06047000201
1889,90,45846,06047000202
10533,662,62980,06047000203
1526,33,40714,06047000401
9060,446,62500,06047000402
1406,125,34300,06047002401
7637,520,45781,06047002402
2389,49,67727,06047002500
5942,296,84931,06047002600
5869,364,44737,06053000701
3697,58,66582,06051000101
2444,30,61827,06051000102
4416,348,37350,06053000501
4182,254,46473,06053000502
5883,409,44961,06053000702
4185,228,76378,06053001801
5475,277,63368,06053001802
1592,20,66063,06053010306
5247,236,55028,06053010506
6016,355,59766,06053010505
4146,343,51053,06053010607
3227,178,62853,06053010608
5469,339,54205,06053010804
6986,398,54881,06053011203
3749,187,59438,06053011204
4175,192,73464,06053011303
7595,442,54811,06053011304
6973,161,113500,06037621301
5930,272,97054,06037650200
6824,159,71250,06037650300
3406,53,69766,06037670001
4868,58,92023,06037701302
3987,129,106923,06037701602
4645,30,68828,06037701802
3969,127,121719,06037702202
4291,166,56125,06083002101
8949,719,49868,06083002404
4162,261,37750,06083002705
4885,76,121014,06083003004
4927,24,96060,06083000200
6850,421,53588,06083002403
3663,86,116652,06083002906
4352,0,71371,06087121800
6506,0,102500,06087122201
3193,122,80804,06087123100
